Rentrée scolaire;Code région académique;Code région Insee;Région académique;Code académie;Académie;Code département;Département;Code Postal;Commune;Numéro de l'école;Dénomination principale;Patronyme;Secteur;REP;REP +;Nombre total de classes;Nombre total d'élèves;Nombre d'élèves en pré-élémentaire hors ULIS;Nombre d'élèves en élémentaire hors ULIS;Nombre d'élèves en ULIS;Nombre d'élèves en UEEA;Nombre d'élèves en CP hors ULIS;Nombre d'élèves en CE1 hors ULIS;Nombre d'élèves en CE2 hors ULIS;Nombre d'élèves en CM1 hors ULIS;Nombre d'élèves en CM2 hors ULIS;num_ligne
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921575M;ECOLE ELEMENTAIRE PUBLIQUE;DENFERT-ROCHEREAU;SECTEUR PUBLIC;0;0;16.0;353.0;0.0;336.0;17.0;0;77.0;66.0;66.0;69.0;58.0;497789
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922046Z;ECOLE MATERNELLE PUBLIQUE;JEAN GUILLON;SECTEUR PUBLIC;0;0;5.0;132.0;132.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;497791
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920587N;ECOLE MATERNELLE PUBLIQUE;DOME;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;8.0;222.0;222.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;31346
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921258T;ECOLE ELEMENTAIRE APPLICATION;LES GLACIERES;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;14.0;364.0;0.0;364.0;0.0;0;88.0;63.0;77.0;83.0;53.0;31349
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921795B;ECOLE MATERNELLE PUBLIQUE;GALLIENI;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;6.0;173.0;173.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;31351
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921877R;ECOLE ELEMENTAIRE PUBLIQUE;CASTEJA;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;14.0;302.0;0.0;302.0;0.0;0;72.0;69.0;53.0;54.0;54.0;31352
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921899P;ECOLE PRIMAIRE PRIVEE;RAMBAM;SECTEUR PRIVE;SANS OBJET;SANS OBJET;21.0;585.0;171.0;414.0;0.0;0;81.0;80.0;87.0;79.0;87.0;31354
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922380M;ECOLE MATERNELLE PUBLIQUE;PEUPLIERS;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;4.0;105.0;105.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;31356
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920492K;ECOLE MATERNELLE PUBLIQUE;FESSART;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;11.0;290.0;290.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;31361
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921383D;ECOLE PRIMAIRE PRIVEE;SAINT FRANCOIS D'ASSISE;SECTEUR PRIVE;SANS OBJET;SANS OBJET;16.0;485.0;182.0;303.0;0.0;0;62.0;63.0;59.0;58.0;61.0;31366
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921529M;ECOLE ELEMENTAIRE PUBLIQUE;ESCUDIER;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;17.0;422.0;0.0;422.0;0.0;0;73.0;82.0;92.0;76.0;99.0;31367
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922046Z;ECOLE MATERNELLE PUBLIQUE;JEAN GUILLON;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;7.0;161.0;161.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;31369
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920269T;ECOLE ELEMENTAIRE PUBLIQUE;PIERRE GRENIER;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;10.0;184.0;0.0;184.0;0.0;0;41.0;42.0;38.0;23.0;40.0;31371
2009;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920551Z;ECOLE MATERNELLE PUBLIQUE;SEINE;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;7.0;191.0;191.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;31374
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921383D;ECOLE PRIMAIRE PRIVEE;SAINT FRANCOIS D'ASSISE;SECTEUR PRIVE;0;0;16.0;485.0;184.0;301.0;0.0;0;62.0;60.0;57.0;61.0;61.0;497777
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922722J;ECOLE PRIMAIRE PUBLIQUE;SCIENCES ET BIODIVERSITE;SECTEUR PUBLIC;0;0;17.0;469.0;166.0;303.0;0.0;0;66.0;87.0;73.0;53.0;24.0;497794
2023;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921771A;ECOLE MATERNELLE PUBLIQUE;CASTEJA;PUBLIC;0;0;7.0;152.0;152.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;741157
2023;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922118C;ECOLE MATERNELLE PUBLIQUE;ABONDANCES;PUBLIC;0;0;5.0;118.0;118.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;741164
2023;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922838K;ECOLE MATERNELLE PUBLIQUE;GALLIENI SEVRES;PUBLIC;0;0;9.0;223.0;223.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;741166
2023;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920395E;ECOLE ELEMENTAIRE PUBLIQUE;FERDINAND BUISSON;PUBLIC;0;0;17.0;423.0;0.0;423.0;0.0;0;81.0;92.0;95.0;82.0;73.0;741167
2023;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922666Y;ECOLE PRIMAIRE PUBLIQUE;ROBERT DOISNEAU;PUBLIC;0;0;15.0;363.0;138.0;225.0;0.0;0;51.0;50.0;43.0;40.0;41.0;741171
2023;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921256R;ECOLE PRIMAIRE PUBLIQUE;SILLY;PUBLIC;0;0;13.0;319.0;124.0;195.0;0.0;0;40.0;32.0;44.0;38.0;41.0;741174
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920439C;ECOLE ELEMENTAIRE APPLICATION;SAINT-DENIS;PUBLIC;0;0;10.0;230.0;0.0;222.0;8.0;0;47.0;36.0;42.0;45.0;52.0;596104
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921383D;ECOLE PRIMAIRE PRIVEE;SAINT FRANCOIS D'ASSISE;PRIVE;0;0;16.0;480.0;188.0;292.0;0.0;0;59.0;60.0;55.0;59.0;59.0;596106
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922380M;ECOLE MATERNELLE PUBLIQUE;PEUPLIERS;PUBLIC;0;0;4.0;95.0;95.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;596107
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922666Y;ECOLE PRIMAIRE PUBLIQUE;ROBERT DOISNEAU;PUBLIC;0;0;16.0;400.0;160.0;240.0;0.0;0;46.0;51.0;58.0;40.0;45.0;596108
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920492K;ECOLE MATERNELLE PUBLIQUE;FESSART;PUBLIC;0;0;9.0;213.0;213.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;596110
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922552Z;ECOLE ELEMENTAIRE PUBLIQUE;MAITRE JACQUES;PUBLIC;0;0;11.0;278.0;0.0;278.0;0.0;0;41.0;60.0;62.0;57.0;58.0;596113
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920195M;ECOLE ELEMENTAIRE PUBLIQUE;BILLANCOURT;PUBLIC;0;0;14.0;356.0;0.0;356.0;0.0;0;77.0;61.0;76.0;82.0;60.0;596114
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921064G;ECOLE PRIMAIRE PRIVEE;DUPANLOUP;PRIVE;0;0;29.0;888.0;272.0;616.0;0.0;0;110.0;127.0;125.0;129.0;125.0;596124
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922784B;ECOLE PRIMAIRE PUBLIQUE;ECOLE DU NUMERIQUE;PUBLIC;0;0;18.0;460.0;244.0;216.0;0.0;0;81.0;43.0;35.0;33.0;24.0;596128
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920395E;ECOLE ELEMENTAIRE PUBLIQUE;FERDINAND BUISSON;PUBLIC;0;0;17.0;448.0;0.0;448.0;0.0;0;101.0;83.0;97.0;84.0;83.0;596130
2020;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922118C;ECOLE MATERNELLE PUBLIQUE;ABONDANCES;PUBLIC;0;0;6.0;142.0;142.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;596134
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921256R;ECOLE PRIMAIRE PUBLIQUE;SILLY;SECTEUR PUBLIC;0;0;11.0;282.0;0.0;282.0;0.0;0;77.0;65.0;32.0;63.0;45.0;346775
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921884Y;ECOLE MATERNELLE PUBLIQUE;FORUM;SECTEUR PUBLIC;0;0;4.0;87.0;87.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;346777
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920571W;ECOLE MATERNELLE PUBLIQUE;SEVRES;SECTEUR PUBLIC;0;0;5.0;132.0;132.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;346779
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921794A;ECOLE MATERNELLE PUBLIQUE;BELLE FEUILLE;SECTEUR PUBLIC;0;0;8.0;199.0;199.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;346782
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922572W;ECOLE MATERNELLE PUBLIQUE;JACQUES DERAY;SECTEUR PUBLIC;0;0;5.0;131.0;131.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;346788
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920551Z;ECOLE MATERNELLE PUBLIQUE;SEINE;SECTEUR PUBLIC;0;0;7.0;176.0;176.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;346789
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921383D;ECOLE PRIMAIRE PRIVEE;SAINT FRANCOIS D'ASSISE;SECTEUR PRIVE;0;0;16.0;491.0;189.0;302.0;0.0;0;62.0;58.0;61.0;61.0;60.0;346791
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921771A;ECOLE MATERNELLE PUBLIQUE;CASTEJA;SECTEUR PUBLIC;0;0;5.0;107.0;107.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;346792
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922118C;ECOLE MATERNELLE PUBLIQUE;ABONDANCES;SECTEUR PUBLIC;0;0;7.0;199.0;199.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;346794
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922666Y;ECOLE PRIMAIRE PUBLIQUE;ROBERT DOISNEAU;SECTEUR PUBLIC;0;0;18.0;477.0;159.0;318.0;0.0;0;86.0;73.0;53.0;57.0;49.0;346796
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920439C;ECOLE ELEMENTAIRE APPLICATION;SAINT-DENIS;SECTEUR PUBLIC;0;0;12.0;294.0;0.0;284.0;10.0;0;52.0;62.0;51.0;64.0;55.0;346799
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921877R;ECOLE ELEMENTAIRE PUBLIQUE;CASTEJA;SECTEUR PUBLIC;0;0;14.0;306.0;0.0;306.0;0.0;0;69.0;50.0;56.0;62.0;69.0;346803
2015;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922722J;ECOLE PRIMAIRE PUBLIQUE;SCIENCES ET BIODIVERSITE;SECTEUR PUBLIC;0;0;17.0;450.0;267.0;183.0;0.0;0;63.0;35.0;38.0;21.0;26.0;346805
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922105N;ECOLE ELEMENTAIRE PUBLIQUE;ADOLPHE THIERS;PUBLIC;0;0;17.0;431.0;0.0;431.0;0.0;0;90.0;82.0;96.0;80.0;83.0;547111
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922838K;ECOLE MATERNELLE PUBLIQUE;GALLIENI SEVRES;PUBLIC;0;0;9.0;240.0;240.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;547113
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922552Z;ECOLE ELEMENTAIRE PUBLIQUE;MAITRE JACQUES;PUBLIC;0;0;11.0;298.0;0.0;298.0;0.0;0;63.0;65.0;58.0;60.0;52.0;547116
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922666Y;ECOLE PRIMAIRE PUBLIQUE;ROBERT DOISNEAU;PUBLIC;0;0;17.0;440.0;159.0;281.0;0.0;0;55.0;65.0;40.0;50.0;71.0;547122
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920464E;ECOLE MATERNELLE PUBLIQUE;GABRIEL ET CHARLES VOISIN;PUBLIC;0;0;9.0;234.0;234.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;547124
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921258T;ECOLE ELEMENTAIRE APPLICATION;LES GLACIERES;PUBLIC;0;0;13.0;347.0;0.0;347.0;0.0;0;79.0;66.0;65.0;69.0;68.0;547125
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921877R;ECOLE ELEMENTAIRE PUBLIQUE;CASTEJA;PUBLIC;0;0;10.0;261.0;0.0;261.0;0.0;0;44.0;55.0;44.0;57.0;61.0;547127
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922046Z;ECOLE MATERNELLE PUBLIQUE;JEAN GUILLON;PUBLIC;0;0;6.0;150.0;150.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;547128
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922225U;ECOLE ELEMENTAIRE PUBLIQUE;SEVRES;PUBLIC;0;0;15.0;365.0;0.0;356.0;9.0;0;85.0;64.0;69.0;74.0;64.0;547129
2019;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922722J;ECOLE PRIMAIRE PUBLIQUE;SCIENCES ET BIODIVERSITE;PUBLIC;0;0;18.0;470.0;171.0;299.0;0.0;0;44.0;60.0;78.0;68.0;49.0;547130
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921065H;ECOLE PRIMAIRE PRIVEE;SAINT JOSEPH DU PARCHAMP;SECTEUR PRIVE;0;0;21.0;648.0;175.0;473.0;0.0;0;87.0;93.0;98.0;98.0;97.0;497766
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921256R;ECOLE PRIMAIRE PUBLIQUE;SILLY;SECTEUR PUBLIC;0;0;16.0;418.0;180.0;238.0;0.0;0;50.0;40.0;46.0;58.0;44.0;497767
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921794A;ECOLE MATERNELLE PUBLIQUE;BELLE FEUILLE;SECTEUR PUBLIC;0;0;7.0;179.0;179.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;497769
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921884Y;ECOLE MATERNELLE PUBLIQUE;FORUM;SECTEUR PUBLIC;0;0;3.0;66.0;66.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;497770
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922552Z;ECOLE ELEMENTAIRE PUBLIQUE;MAITRE JACQUES;SECTEUR PUBLIC;0;0;11.0;297.0;0.0;297.0;0.0;0;64.0;61.0;67.0;52.0;53.0;497772
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921529M;ECOLE ELEMENTAIRE PUBLIQUE;ESCUDIER;SECTEUR PUBLIC;0;0;13.0;345.0;0.0;345.0;0.0;0;67.0;65.0;76.0;67.0;70.0;497783
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921877R;ECOLE ELEMENTAIRE PUBLIQUE;CASTEJA;SECTEUR PUBLIC;0;0;11.0;276.0;0.0;276.0;0.0;0;61.0;43.0;52.0;67.0;53.0;497784
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922572W;ECOLE MATERNELLE PUBLIQUE;JACQUES DERAY;SECTEUR PUBLIC;0;0;4.0;108.0;108.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;497786
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922380M;ECOLE MATERNELLE PUBLIQUE;PEUPLIERS;SECTEUR PUBLIC;0;0;4.0;99.0;99.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;497793
2018;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920551Z;ECOLE MATERNELLE PUBLIQUE;SEINE;SECTEUR PUBLIC;0;0;5.0;135.0;135.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;497797
2024;14;28;NORMANDIE;70;NORMANDIE;14;CALVADOS;14000;CAEN;0142148J;ECOLE PRIMAIRE;CINQ CONTINENTS;PUBLIC;0;0;9.0;178.0;72.0;106.0;0.0;0;20.0;24.0;21.0;22.0;19.0;792012
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920571W;ECOLE MATERNELLE PUBLIQUE;SEVRES;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;4.0;104.0;104.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;191182
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921575M;ECOLE ELEMENTAIRE PUBLIQUE;DENFERT-ROCHEREAU;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;16.0;371.0;0.0;359.0;12.0;0;61.0;76.0;67.0;82.0;73.0;191183
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922380M;ECOLE MATERNELLE PUBLIQUE;PEUPLIERS;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;4.0;106.0;106.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;191185
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920551Z;ECOLE MATERNELLE PUBLIQUE;SEINE;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;7.0;195.0;195.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;191200
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921258T;ECOLE ELEMENTAIRE APPLICATION;LES GLACIERES;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;14.0;387.0;0.0;387.0;0.0;0;92.0;86.0;79.0;80.0;50.0;191202
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922118C;ECOLE MATERNELLE PUBLIQUE;ABONDANCES;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;8.0;202.0;202.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;191204
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921063F;ECOLE PRIMAIRE PRIVEE;SAINT ALEXANDRE;SECTEUR PRIVE;SANS OBJET;SANS OBJET;14.0;401.0;131.0;270.0;0.0;0;57.0;57.0;57.0;50.0;49.0;191212
2012;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921256R;ECOLE PRIMAIRE PUBLIQUE;SILLY;SECTEUR PUBLIC;SANS OBJET;SANS OBJET;12.0;300.0;0.0;300.0;0.0;0;77.0;49.0;54.0;55.0;65.0;191213
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921383D;ECOLE PRIMAIRE PRIVEE;SAINT FRANCOIS D'ASSISE;PRIVE;0;0;16.0;483.0;184.0;299.0;0.0;0;61.0;60.0;62.0;60.0;56.0;788681
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920464E;ECOLE MATERNELLE PUBLIQUE;GABRIEL ET CHARLES VOISIN;PUBLIC;0;0;8.0;179.0;179.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;788685
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921256R;ECOLE PRIMAIRE PUBLIQUE;SILLY;PUBLIC;0;0;13.0;303.0;120.0;183.0;0.0;0;40.0;41.0;27.0;37.0;38.0;788686
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921258T;ECOLE ELEMENTAIRE APPLICATION;LES GLACIERES;PUBLIC;0;0;12.0;284.0;0.0;284.0;0.0;0;61.0;47.0;59.0;56.0;61.0;788687
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921877R;ECOLE ELEMENTAIRE PUBLIQUE;CASTEJA;PUBLIC;0;0;8.0;191.0;0.0;191.0;0.0;0;44.0;34.0;35.0;34.0;44.0;788691
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0921899P;ECOLE PRIMAIRE PRIVEE;RAMBAM;PRIVE;0;0;24.0;673.0;244.0;429.0;0.0;0;82.0;82.0;84.0;88.0;93.0;788692
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0922784B;ECOLE PRIMAIRE PUBLIQUE;ECOLE DU NUMERIQUE;PUBLIC;0;0;17.0;418.0;154.0;264.0;0.0;0;43.0;42.0;59.0;52.0;68.0;788696
2024;10;11;ILE-DE-FRANCE;25;VERSAILLES;92;HAUTS-DE-SEINE;92100;BOULOGNE-BILLANCOURT;0920195M;ECOLE ELEMENTAIRE PUBLIQUE;BILLANCOURT;PUBLIC;0;0;14.0;338.0;0.0;338.0;0.0;0;69.0;63.0;66.0;77.0;63.0;788700
